question,true_answer,wikipedia_link_1,wikipedia_link_2,wikipedia_link_3,wikipedia_link_4,wikipedia_link_5,wikipedia_link_6,wikipedia_link_7,wikipedia_link_8,wikipedia_link_9,wikipedia_link_10,wikipedia_link_11+,reasoning_types,wiki_links,multiple_constraints,numerical_reasoning,post_processing,tabular_reasoning,temporal_reasoning,sum,wiki_len,fold
How many letters were in the name of the first single by the artist who played the first concert at Principality Stadium?,12,https://en.wikipedia.org/wiki/Millennium_Stadium,https://en.wikipedia.org/wiki/List_of_concerts_at_the_Millennium_Stadium,https://en.wikipedia.org/wiki/Manic_Street_Preachers,,,,,,,,,Numerical reasoning,"['https://en.wikipedia.org/wiki/Millennium_Stadium', 'https://en.wikipedia.org/wiki/List_of_concerts_at_the_Millennium_Stadium', 'https://en.wikipedia.org/wiki/Manic_Street_Preachers']",0,1,0,0,0,1,3,0
What popular ice cream dessert shares its birthplace with Fred Rogers?,The Banana Split,https://en.wikipedia.org/wiki/Fred_Rogers,"https://en.wikipedia.org/wiki/Latrobe,_Pennsylvania",,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Fred_Rogers', 'https://en.wikipedia.org/wiki/Latrobe,_Pennsylvania']",1,0,0,0,0,1,2,0
"Baldur's Gate 3 was released in 2023 and the game and its staff have received countless awards. How old will Astarion's voice actor be on August 15, 2035?",57 years old,https://en.wikipedia.org/wiki/Baldur%27s_Gate_3#,https://en.wikipedia.org/wiki/Neil_Newbon,,,,,,,,,,Numerical reasoning | Post processing | Temporal reasoning,"['https://en.wikipedia.org/wiki/Baldur%27s_Gate_3#', 'https://en.wikipedia.org/wiki/Neil_Newbon']",0,1,1,0,1,3,2,0
How old would Olivia Newton-John have been at the release of Grease 2 in the United States?,33 years old.,https://en.wikipedia.org/wiki/Olivia_Newton-John,https://en.wikipedia.org/wiki/Grease_2,,,,,,,,,,Numerical reasoning,"['https://en.wikipedia.org/wiki/Olivia_Newton-John', 'https://en.wikipedia.org/wiki/Grease_2']",0,1,0,0,0,1,2,0
"Coached in the 2023/24 season by Dusty May, this college basketball player was the 2023/24 co-winner of the AAC Player of the Year Award. Who is that player?",Johnell Davis,https://en.wikipedia.org/wiki/Florida_Atlantic_Owls_men%27s_basketball,https://en.wikipedia.org/wiki/American_Athletic_Conference_Men%27s_Basketball_Player_of_the_Year,https://en.wikipedia.org/wiki/Johnell_Davis,,,,,,,,,Tabular reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/Florida_Atlantic_Owls_men%27s_basketball', 'https://en.wikipedia.org/wiki/American_Athletic_Conference_Men%27s_Basketball_Player_of_the_Year', 'https://en.wikipedia.org/wiki/Johnell_Davis']",1,0,0,1,0,2,3,0
What was the pseudonym of one of the co-founders of the Eagle Awards that won Favourite Specialist Comics Publication/Trade Publication 1977 and 1978?,Burt,https://en.wikipedia.org/wiki/Eagle_Awards,https://en.wikipedia.org/wiki/Richard_Burton_(comics),,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Eagle_Awards', 'https://en.wikipedia.org/wiki/Richard_Burton_(comics)']",1,0,0,0,0,1,2,0
What is the name of the high school and hometown of the Olympic Gold Medalist winner who won 4-3 against Hassan Yazdani at the Japan Olympics in 2020?,Graham High School in St. Paris Ohio,https://en.wikipedia.org/wiki/2020_Summer_Olympics,https://en.wikipedia.org/wiki/Wrestling_at_the_2020_Summer_Olympics#Medalists,https://en.wikipedia.org/wiki/Wrestling_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_freestyle_86_kg,"https://en.wikipedia.org/wiki/David_Taylor_(wrestler,_born_1990)","https://en.wikipedia.org/wiki/Graham_High_School_(St._Paris,_Ohio)",,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/2020_Summer_Olympics', 'https://en.wikipedia.org/wiki/Wrestling_at_the_2020_Summer_Olympics#Medalists', 'https://en.wikipedia.org/wiki/Wrestling_at_the_2020_Summer_Olympics_%E2%80%93_Men%27s_freestyle_86_kg', 'https://en.wikipedia.org/wiki/David_Taylor_(wrestler,_born_1990)', 'https://en.wikipedia.org/wiki/Graham_High_School_(St._Paris,_Ohio)']",1,0,0,0,0,1,5,0
The city which has India's most famous biryani dish was from 1956 until 2014 the capital of a state which subsequently split into two new states; what is the capital of the state which does not contain the city from where the famous biryani originates?,Amaravati.,https://en.wikipedia.org/wiki/Biryani,https://en.wikipedia.org/wiki/Hyderabadi_biryani,https://en.wikipedia.org/wiki/Hyderabad,https://en.wikipedia.org/wiki/Andhra_Pradesh_(1956%E2%80%932014),https://en.wikipedia.org/wiki/Telangana,https://en.wikipedia.org/wiki/Andhra_Pradesh,https://en.wikipedia.org/wiki/Amaravati,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Biryani', 'https://en.wikipedia.org/wiki/Hyderabadi_biryani', 'https://en.wikipedia.org/wiki/Hyderabad', 'https://en.wikipedia.org/wiki/Andhra_Pradesh_(1956%E2%80%932014)', 'https://en.wikipedia.org/wiki/Telangana', 'https://en.wikipedia.org/wiki/Andhra_Pradesh', 'https://en.wikipedia.org/wiki/Amaravati']",1,0,0,0,0,1,7,0
I live in a US state that was admitted to the union in January 1959. What was the approximate population of the capital of my state according to the last census of the 20th century?,"26,751",https://en.wikipedia.org/wiki/List_of_U.S._states_by_date_of_admission_to_the_Union,https://en.wikipedia.org/wiki/Alaska,"https://en.wikipedia.org/wiki/Juneau,_Alaska",,,,,,,,,Tabular reasoning | Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/List_of_U.S._states_by_date_of_admission_to_the_Union', 'https://en.wikipedia.org/wiki/Alaska', 'https://en.wikipedia.org/wiki/Juneau,_Alaska']",1,0,0,1,1,3,3,0
What's the name of the third track on the third studio album of the KPop girl group that started in 1997 and had 5 members.,Missing You,https://en.wikipedia.org/wiki/List_of_South_Korean_idol_groups_(1990s),https://en.wikipedia.org/wiki/Baby_Vox#Studio_albums,https://en.wikipedia.org/wiki/Come_Come_Come_Baby,,,,,,,,,Tabular reasoning | Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/List_of_South_Korean_idol_groups_(1990s)', 'https://en.wikipedia.org/wiki/Baby_Vox#Studio_albums', 'https://en.wikipedia.org/wiki/Come_Come_Come_Baby']",1,0,0,1,1,3,3,0
What was the most-sold album in the year that the Dallas Stars won the Stanley Cup in the 1990s?,Millennium - Backstreet Boys (1999),https://en.wikipedia.org/wiki/List_of_Stanley_Cup_champions,"https://en.wikipedia.org/wiki/List_of_Billboard_200_number-one_albums_of_1999#:~:text=Millennium%20became%20the%20best%2Dselling,nomination%20at%20the%20Grammy%20Awards.",,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/List_of_Stanley_Cup_champions', 'https://en.wikipedia.org/wiki/List_of_Billboard_200_number-one_albums_of_1999#:~:text=Millennium%20became%20the%20best%2Dselling,nomination%20at%20the%20Grammy%20Awards.']",1,0,0,0,0,1,2,0
A unified team competed in the 1992 Summer Olympic games. How many years old was the first leader of the largest member nation of that team at the time of the game?,61 years old.,https://en.wikipedia.org/wiki/Unified_Team_at_the_Olympics,https://en.wikipedia.org/wiki/Soviet_Union,https://en.wikipedia.org/wiki/List_of_presidents_of_Russia,,,,,,,,,Numerical reasoning | Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/Unified_Team_at_the_Olympics', 'https://en.wikipedia.org/wiki/Soviet_Union', 'https://en.wikipedia.org/wiki/List_of_presidents_of_Russia']",1,1,0,0,1,3,3,0
What language is the main character's name in in the Disney film that came out in 1994?,Swahili,https://en.wikipedia.org/wiki/List_of_Walt_Disney_Animation_Studios_films#ep29,https://en.wikipedia.org/wiki/The_Lion_King,https://en.wikipedia.org/wiki/Simba,,,,,,,,,Tabular reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/List_of_Walt_Disney_Animation_Studios_films#ep29', 'https://en.wikipedia.org/wiki/The_Lion_King', 'https://en.wikipedia.org/wiki/Simba']",1,0,0,1,0,2,3,0
"In 2003, Audible entered an agreement of exclusivity with a major brand. Who founded that brand?","Steve Jobs, Steve Wozniak and Ronald Wayne",https://en.wikipedia.org/wiki/Audible_(service),https://en.wikipedia.org/wiki/Apple_Inc.,,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Audible_(service)', 'https://en.wikipedia.org/wiki/Apple_Inc.']",1,0,0,0,0,1,2,0
Where was Robert Vesco living when Bank of Credit and Commerce International was formally liquidated?,Cuba,https://en.wikipedia.org/wiki/Bank_of_Credit_and_Commerce_International,https://en.wikipedia.org/wiki/Robert_Vesco,,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Bank_of_Credit_and_Commerce_International', 'https://en.wikipedia.org/wiki/Robert_Vesco']",1,0,0,0,0,1,2,0
What was the release date of the movie directed by Gordon Douglas which featured American decathlete who was a 1984 olympic torch runner and first African American to light the Olympic Cauldron?,"April 2, 1961",https://en.wikipedia.org/wiki/1984_Summer_Olympics,https://en.wikipedia.org/wiki/Rafer_Johnson,https://en.wikipedia.org/wiki/The_Sins_of_Rachel_Cade,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/1984_Summer_Olympics', 'https://en.wikipedia.org/wiki/Rafer_Johnson', 'https://en.wikipedia.org/wiki/The_Sins_of_Rachel_Cade']",1,0,0,0,0,1,3,0
What is the nickname for the city where Mette Solli was born? Give the answer in Norwegian.,Rosenes by,https://en.wikipedia.org/wiki/Mette_Solli,https://en.wikipedia.org/wiki/Molde,,,,,,,,,,Post processing,"['https://en.wikipedia.org/wiki/Mette_Solli', 'https://en.wikipedia.org/wiki/Molde']",0,0,1,0,0,1,2,0
What does Lose Your Way by the British rock band Love Amongst Ruin have in common with Sally Lunn Buns?,They're both made in Bath,https://en.wikipedia.org/wiki/Lose_Your_Way_(album),"https://en.wikipedia.org/wiki/Bath,_Somerset#Culture",https://en.wikipedia.org/wiki/Sally_Lunn_bun,,,,,,,,,Multiple constraints | Post processing,"['https://en.wikipedia.org/wiki/Lose_Your_Way_(album)', 'https://en.wikipedia.org/wiki/Bath,_Somerset#Culture', 'https://en.wikipedia.org/wiki/Sally_Lunn_bun']",1,0,1,0,0,2,3,0
What BTS member turned 5 years old the soonest after BoA's first album was released?,Jimin,https://en.wikipedia.org/wiki/BoA#Discography,https://en.wikipedia.org/wiki/ID;_Peace_B,https://en.wikipedia.org/wiki/BTS,https://en.wikipedia.org/wiki/Jimin,,,,,,,,Numerical reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/BoA#Discography', 'https://en.wikipedia.org/wiki/ID;_Peace_B', 'https://en.wikipedia.org/wiki/BTS', 'https://en.wikipedia.org/wiki/Jimin']",1,1,0,0,0,2,4,0
"What is the name of the popular vantage point that is featured in the 1980 comedy film ""The Gods Must Be Crazy"", and which provincial nature reserve is it located in as of 2024?",God's Window in Blyde River Canyon Nature Reserve,https://en.wikipedia.org/wiki/The_Gods_Must_Be_Crazy,https://en.wikipedia.org/wiki/Blyde_River_Canyon_Nature_Reserve#God.27s_Window,https://en.wikipedia.org/wiki/Blyde_River_Canyon_Nature_Reserve,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/The_Gods_Must_Be_Crazy', 'https://en.wikipedia.org/wiki/Blyde_River_Canyon_Nature_Reserve#God.27s_Window', 'https://en.wikipedia.org/wiki/Blyde_River_Canyon_Nature_Reserve']",1,0,0,0,0,1,3,0
How many more knock-outs did Joe Louis have than Muhammad Ali?,15,https://en.wikipedia.org/wiki/Muhammad_Ali,https://en.wikipedia.org/wiki/Joe_Louis,,,,,,,,,,Numerical reasoning | Tabular reasoning,"['https://en.wikipedia.org/wiki/Muhammad_Ali', 'https://en.wikipedia.org/wiki/Joe_Louis']",0,1,0,1,0,2,2,0
"The parish church of Renče, Slovenia, is dedicated to two saints. What would be the tropical zodiac sign of someone born on the date of their annual festival?",Cancer,https://en.wikipedia.org/wiki/Ren%C4%8De,https://en.wikipedia.org/wiki/Hermagoras_of_Aquileia,https://en.wikipedia.org/wiki/Zodiac,,,,,,,,,Tabular reasoning | Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/Ren%C4%8De', 'https://en.wikipedia.org/wiki/Hermagoras_of_Aquileia', 'https://en.wikipedia.org/wiki/Zodiac']",1,0,0,1,1,3,3,0
What is the name of the river in the city where Ikea's headquarters are?,the Oude Rijn.,https://en.wikipedia.org/wiki/IKEA,https://en.wikipedia.org/wiki/Leiden,,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/IKEA', 'https://en.wikipedia.org/wiki/Leiden']",1,0,0,0,0,1,2,0
The actor who played Oliver Quick in Saltburn appeared in a music video for an artist who opened for Taylor Swift during the Latin American leg of the Eras Tour. What is the name of this music video?,Please Please Please,https://en.wikipedia.org/wiki/Saltburn_(film),https://en.wikipedia.org/wiki/The_Eras_Tour,https://en.wikipedia.org/wiki/Please_Please_Please_(Sabrina_Carpenter_song),,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Saltburn_(film)', 'https://en.wikipedia.org/wiki/The_Eras_Tour', 'https://en.wikipedia.org/wiki/Please_Please_Please_(Sabrina_Carpenter_song)']",1,0,0,0,0,1,3,0
Which 1963 Disney film starred the same actress who played a dual role in a Disney film two years earlier about twins who plot to reunite their separated parents?,Summer Magic,https://en.wikipedia.org/wiki/List_of_Walt_Disney_Pictures_films,https://en.wikipedia.org/wiki/One_Hundred_and_One_Dalmatians,https://en.wikipedia.org/wiki/The_Absent-Minded_Professor,https://en.wikipedia.org/wiki/The_Parent_Trap_(1961_film),https://en.wikipedia.org/wiki/Nikki:_Wild_Dog_of_the_North,https://en.wikipedia.org/wiki/Greyfriars_Bobby_(film),https://en.wikipedia.org/wiki/Babes_in_Toyland_(1961_film),https://en.wikipedia.org/wiki/Son_of_Flubber,https://en.wikipedia.org/wiki/Miracle_of_the_White_Stallions,https://en.wikipedia.org/wiki/Savage_Sam_(film),"https://en.wikipedia.org/wiki/Summer_Magic_(film), https://en.wikipedia.org/wiki/The_Incredible_Journey_(film), https://en.wikipedia.org/wiki/The_Sword_in_the_Stone_(1963_film)",Numerical reasoning | Tabular reasoning | Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/List_of_Walt_Disney_Pictures_films', 'https://en.wikipedia.org/wiki/One_Hundred_and_One_Dalmatians', 'https://en.wikipedia.org/wiki/The_Absent-Minded_Professor', 'https://en.wikipedia.org/wiki/The_Parent_Trap_(1961_film)', 'https://en.wikipedia.org/wiki/Nikki:_Wild_Dog_of_the_North', 'https://en.wikipedia.org/wiki/Greyfriars_Bobby_(film)', 'https://en.wikipedia.org/wiki/Babes_in_Toyland_(1961_film)', 'https://en.wikipedia.org/wiki/Son_of_Flubber', 'https://en.wikipedia.org/wiki/Miracle_of_the_White_Stallions', 'https://en.wikipedia.org/wiki/Savage_Sam_(film)', 'https://en.wikipedia.org/wiki/Summer_Magic_(film), https://en.wikipedia.org/wiki/The_Incredible_Journey_(film), https://en.wikipedia.org/wiki/The_Sword_in_the_Stone_(1963_film)']",1,1,0,1,1,4,11,0
One episode title from classic Doctor Who series 12 features the name of a Pentateuch book. Can you tell me which part of this episode had the lowest viewing figures in roman numerals?,"III (the answer is Genesis of the Daleks, the 3rd part had the least amount of viewers when broadcast)",https://en.wikipedia.org/wiki/Old_Testament,https://en.wikipedia.org/wiki/Doctor_Who_season_12,https://en.wikipedia.org/wiki/Genesis_of_the_Daleks,,,,,,,,,Tabular reasoning | Multiple constraints | Post processing,"['https://en.wikipedia.org/wiki/Old_Testament', 'https://en.wikipedia.org/wiki/Doctor_Who_season_12', 'https://en.wikipedia.org/wiki/Genesis_of_the_Daleks']",1,0,1,1,0,3,3,0
"In feet, subtract the diameter of the pitching plate (""rubber"") in softball, from the distance between the ""points"" of the bases in baseball, and multiply that figure by the year that Joe DiMaggio married Marilyn Monroe. ","144,596. The distance between the points of bases in baseball is 90 feet, subtract the diameter of the pitching plate in softball (16 feet), to get 74, and multiply that by 1954.",https://en.wikipedia.org/wiki/Softball,https://en.wikipedia.org/wiki/Baseball_field,https://en.wikipedia.org/wiki/Joe_DiMaggio,,,,,,,,,Numerical reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/Softball', 'https://en.wikipedia.org/wiki/Baseball_field', 'https://en.wikipedia.org/wiki/Joe_DiMaggio']",1,1,0,0,0,2,3,0
The University that Cillian Murphy attended was founded how many years before he began studying?,151 years.,https://en.wikipedia.org/wiki/Cillian_Murphy,https://en.wikipedia.org/wiki/University_College_Cork,,,,,,,,,,Numerical reasoning,"['https://en.wikipedia.org/wiki/Cillian_Murphy', 'https://en.wikipedia.org/wiki/University_College_Cork']",0,1,0,0,0,1,2,0
"How much money would be left of Elon Musk's net worth in January of 2021, if you subtracted the 2022 average yearly gross salary of 10,000 people, working in the Philippines, written in words?",one hundred eighty-four billion nine hundred fifty-nine million four hundred forty thousand.,https://en.wikipedia.org/wiki/Wealth_of_Elon_Musk,https://en.wikipedia.org/wiki/Economy_of_the_Philippines,,,,,,,,,,Numerical reasoning | Tabular reasoning | Post processing,"['https://en.wikipedia.org/wiki/Wealth_of_Elon_Musk', 'https://en.wikipedia.org/wiki/Economy_of_the_Philippines']",0,1,1,1,0,3,2,0
"Please consider the following clues and answer the question that follows:  1. This mosque is located in the city dubbed the ""Jerusalem of the Balkans."" 2, The mosque was commissioned by an authoritarian dictator born in a small village 10 km west of Yogyakarta.  Question: What is the height difference between the twin towers of the mosque and its dome? ",21 meters,"https://en.wikipedia.org/wiki/Istiklal_Mosque,_Sarajevo",https://en.wikipedia.org/wiki/Sarajevo,https://en.wikipedia.org/wiki/Suharto,https://en.wikipedia.org/wiki/Kemusuk,,,,,,,,Numerical reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/Istiklal_Mosque,_Sarajevo', 'https://en.wikipedia.org/wiki/Sarajevo', 'https://en.wikipedia.org/wiki/Suharto', 'https://en.wikipedia.org/wiki/Kemusuk']",1,1,0,0,0,2,4,0
What is the birthday of the basketball player turned wrestler who shares a nickname with the YouTuber who created the brand Feastables?,"May 23, 1985",https://en.wikipedia.org/wiki/Feastables,https://en.wikipedia.org/wiki/Peter_John_Ramos,,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Feastables', 'https://en.wikipedia.org/wiki/Peter_John_Ramos']",1,0,0,0,0,1,2,0
"In 2000, Michel von Tell drove a Toyota and placed sixth in an event. Who placed first that same year, and what car were they driving?",Charles Muhanji in a Subaru Impreza WRX,https://en.wikipedia.org/wiki/Michel_von_Tell,https://en.wikipedia.org/wiki/Rwanda_Mountain_Gorilla_Rally,,,,,,,,,,Tabular reasoning | Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/Michel_von_Tell', 'https://en.wikipedia.org/wiki/Rwanda_Mountain_Gorilla_Rally']",1,0,0,1,1,3,2,0
"What is the birth town of the absent athlete from the Victory Salute statue in San Jose, California?","Peter Norman was born in Coburg, Victoria, Australia.",https://en.wikipedia.org/wiki/Victory_Salute_(statue),https://en.wikipedia.org/wiki/Peter_Norman,,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Victory_Salute_(statue)', 'https://en.wikipedia.org/wiki/Peter_Norman']",1,0,0,0,0,1,2,0
"In 2010, the WWE Hall of Fame took place in the same stadium as a famous comedy movie done a few years before. Who are the four comedians that starred in this comedy movie?","jeff Foxworthy, Bill Engvall, Ron White and Larry the Cable Guy.",https://en.wikipedia.org/wiki/WWE_Hall_of_Fame_(2010),https://en.wikipedia.org/wiki/Arizona_Financial_Theatre,https://en.wikipedia.org/wiki/Blue_Collar_Comedy_Tour:_The_Movie,,,,,,,,,Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/WWE_Hall_of_Fame_(2010)', 'https://en.wikipedia.org/wiki/Arizona_Financial_Theatre', 'https://en.wikipedia.org/wiki/Blue_Collar_Comedy_Tour:_The_Movie']",1,0,0,0,1,2,3,0
What year was the first Uber employee born?,1983,https://en.wikipedia.org/wiki/Uber,https://en.wikipedia.org/wiki/Ryan_Graves_(businessman),,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Uber', 'https://en.wikipedia.org/wiki/Ryan_Graves_(businessman)']",1,0,0,0,0,1,2,0
How many Red Hot Chili Peppers albums were released while Nelson Mandela was in prison?,4,https://en.wikipedia.org/wiki/Red_Hot_Chili_Peppers#Discography,https://en.wikipedia.org/wiki/Nelson_Mandela#Imprisonment,,,,,,,,,,Temporal reasoning,"['https://en.wikipedia.org/wiki/Red_Hot_Chili_Peppers#Discography', 'https://en.wikipedia.org/wiki/Nelson_Mandela#Imprisonment']",0,0,0,0,1,1,2,0
"In 1966, the Lower Klamath National Wildlife Refuge became part of the U.S. National Register of Historic Places (NRHP). What is another natural site with water added during that year, also located in California?",Lake Merritt,https://en.wikipedia.org/wiki/Old_Mission_Dam,https://en.wikipedia.org/wiki/Pecos_National_Historical_Park,https://en.wikipedia.org/wiki/Walden_Pond,https://en.wikipedia.org/wiki/Seal_Island_Historic_District,https://en.wikipedia.org/wiki/Russian_Bishop%27s_House,https://en.wikipedia.org/wiki/Luther_Burbank_Home_and_Gardens,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Old_Mission_Dam', 'https://en.wikipedia.org/wiki/Pecos_National_Historical_Park', 'https://en.wikipedia.org/wiki/Walden_Pond', 'https://en.wikipedia.org/wiki/Seal_Island_Historic_District', 'https://en.wikipedia.org/wiki/Russian_Bishop%27s_House', 'https://en.wikipedia.org/wiki/Luther_Burbank_Home_and_Gardens']",1,0,0,0,0,1,6,0
What Doctor Who episode aired on a date closest to the 441st launch of the Skylark rocket?,Dalek,https://en.wikipedia.org/wiki/Doctor_Who_series_1,https://en.wikipedia.org/wiki/Skylark_(rocket),,,,,,,,,,Tabular reasoning | Temporal reasoning,"['https://en.wikipedia.org/wiki/Doctor_Who_series_1', 'https://en.wikipedia.org/wiki/Skylark_(rocket)']",0,0,0,1,1,2,2,0
The shonen manga that won the 35th Kodansha Manga Award has how many chapters in its final volume?,5,https://en.wikipedia.org/wiki/Kodansha_Manga_Award,https://en.wikipedia.org/wiki/List_of_Attack_on_Titan_chapters,,,,,,,,,,Tabular reasoning,"['https://en.wikipedia.org/wiki/Kodansha_Manga_Award', 'https://en.wikipedia.org/wiki/List_of_Attack_on_Titan_chapters']",0,0,0,1,0,1,2,0
"How many years apart did a Kim Jong Un impersonator who was interviewed by USA today, and the man who founded Playboy attend the University of Illinois Urbana-Champaign?",60,https://en.wikipedia.org/wiki/University_of_Illinois_Urbana-Champaign#Notable_alumni_and_faculty,https://en.wikipedia.org/wiki/Hugh_Hefner#Early_life_and_education,https://en.wikipedia.org/wiki/Minyong_Kim,,,,,,,,,Numerical reasoning | Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/University_of_Illinois_Urbana-Champaign#Notable_alumni_and_faculty', 'https://en.wikipedia.org/wiki/Hugh_Hefner#Early_life_and_education', 'https://en.wikipedia.org/wiki/Minyong_Kim']",1,1,0,0,1,3,3,0
"The person who posted a photo with Rahul Ligma and Daniel Johnson at the headquarters of a social media company claims to have a certain syndrome, despite never receiving a formal diagnosis. Who was this syndrome named after?",Hans Asperger,https://en.wikipedia.org/wiki/Rahul_Ligma,https://en.wikipedia.org/wiki/Elon_Musk#Personal_life,https://en.wikipedia.org/wiki/Asperger_syndrome,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Rahul_Ligma', 'https://en.wikipedia.org/wiki/Elon_Musk#Personal_life', 'https://en.wikipedia.org/wiki/Asperger_syndrome']",1,0,0,0,0,1,3,0
What is the name of the retired Swiss tennis player who made the 4th round of Wimbledon in 2002?,Michel Kratochvil,https://en.wikipedia.org/wiki/2002_Wimbledon_Championships_%E2%80%93_Men%27s_singles,https://en.wikipedia.org/wiki/Michel_Kratochvil,,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/2002_Wimbledon_Championships_%E2%80%93_Men%27s_singles', 'https://en.wikipedia.org/wiki/Michel_Kratochvil']",1,0,0,0,0,1,2,0
"Of the 6 main cast members of the series Friends, which have appeared in music videos?","Of the 6 main cast members of Friends, Jennifer Anniston, Courtney Cox, and Matt LeBlanc have all appeared in music videos.",https://en.wikipedia.org/wiki/Friends,https://en.wikipedia.org/wiki/Jennifer_Aniston,https://en.wikipedia.org/wiki/Courteney_Cox,https://en.wikipedia.org/wiki/Lisa_Kudrow,https://en.wikipedia.org/wiki/Matt_LeBlanc,https://en.wikipedia.org/wiki/Matthew_Perry,https://en.wikipedia.org/wiki/David_Schwimmer,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Friends', 'https://en.wikipedia.org/wiki/Jennifer_Aniston', 'https://en.wikipedia.org/wiki/Courteney_Cox', 'https://en.wikipedia.org/wiki/Lisa_Kudrow', 'https://en.wikipedia.org/wiki/Matt_LeBlanc', 'https://en.wikipedia.org/wiki/Matthew_Perry', 'https://en.wikipedia.org/wiki/David_Schwimmer']",1,0,0,0,0,1,7,0
Azamat Satybaldy's appearance in the film Road to Mother occurred in the same year as the Trace Gas Orbiter's launch from what location?,Baikonur Cosmodrome,https://en.wikipedia.org/wiki/Azamat_Satybaldy,https://en.wikipedia.org/wiki/Trace_Gas_Orbiter,,,,,,,,,,Tabular reasoning,"['https://en.wikipedia.org/wiki/Azamat_Satybaldy', 'https://en.wikipedia.org/wiki/Trace_Gas_Orbiter']",0,0,0,1,0,1,2,0
Who was the winner of the Nobel Peace Prize the year that U.S. President Barack Obama awarded baseball player Willie Mays the Presidential Medal of Freedom?,The Tunisian National Dialogue Quartet,https://en.wikipedia.org/wiki/Presidential_Medal_of_Freedom,https://en.wikipedia.org/wiki/Willie_Mays,https://en.wikipedia.org/wiki/Nobel_Peace_Prize,https://en.wikipedia.org/wiki/List_of_Nobel_Peace_Prize_laureates,https://en.wikipedia.org/wiki/Tunisian_National_Dialogue_Quartet,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Presidential_Medal_of_Freedom', 'https://en.wikipedia.org/wiki/Willie_Mays', 'https://en.wikipedia.org/wiki/Nobel_Peace_Prize', 'https://en.wikipedia.org/wiki/List_of_Nobel_Peace_Prize_laureates', 'https://en.wikipedia.org/wiki/Tunisian_National_Dialogue_Quartet']",1,0,0,0,0,1,5,0
"Before the COVID-19 pandemic, how many Juno Awards nominations did the Saskatoon bands The Northern Pikes, Wide Mouth Mason, and The Sheepdogs have combined?",18,https://en.wikipedia.org/wiki/The_Northern_Pikes,https://en.wikipedia.org/wiki/Wide_Mouth_Mason,https://en.wikipedia.org/wiki/The_Sheepdogs,,,,,,,,,Numerical reasoning,"['https://en.wikipedia.org/wiki/The_Northern_Pikes', 'https://en.wikipedia.org/wiki/Wide_Mouth_Mason', 'https://en.wikipedia.org/wiki/The_Sheepdogs']",0,1,0,0,0,1,3,0
How many years did Cardi B's rap career overlap with Tupac's rap career?,Zero,https://en.wikipedia.org/wiki/Cardi_B,https://en.wikipedia.org/wiki/Tupac_Shakur,,,,,,,,,,Temporal reasoning,"['https://en.wikipedia.org/wiki/Cardi_B', 'https://en.wikipedia.org/wiki/Tupac_Shakur']",0,0,0,0,1,1,2,0
What date did the Lego Avatar theme debut? How many years are there between the release of the original movie and the release of the Lego theme?,"The debut date was October 1st, 2022. It debuted 13 years after the release of the movie.",https://en.wikipedia.org/wiki/Lego_Avatar,https://en.wikipedia.org/wiki/Avatar_(franchise),,,,,,,,,,Numerical reasoning | Temporal reasoning,"['https://en.wikipedia.org/wiki/Lego_Avatar', 'https://en.wikipedia.org/wiki/Avatar_(franchise)']",0,1,0,0,1,2,2,0
